player_id,season,dWAR,total_WAR
canhama01,2023,-0.45,2.1799999999999997
canhama01,2024,-1.37,0.44999999999999996
canhama01,2025,-0.62,-1.01
cannigr01,2023,0.0,2.02
cannigr01,2024,0.0,0.19
cannigr01,2025,0.0,1.11
cannigr01,2026,0.0,-0.56
cannojo02,2024,0.0,1.88
cannojo02,2025,0.0,-0.48
cannojo02,2026,0.0,0.0
canoye01,2023,0.0,2.42
canoye01,2024,0.0,1.02
canoye01,2025,0.0,-0.35
canoye01,2026,0.0,0.66
cantijo01,2024,0.0,-0.11
cantijo01,2025,0.0,1.42
cantijo01,2026,0.0,0.73
canzodo01,2023,-0.39,-0.10999999999999999
canzodo01,2024,-0.16,0.17
canzodo01,2025,-0.51,1.63
canzodo01,2026,-0.2,0.46
capelco01,2023,-0.01,0.32
capelco01,2024,-0.04,-0.06
capravi01,2023,0.02,-0.1
capravi01,2024,0.01,-0.13
capravi01,2025,0.55,-0.5599999999999999
carasma01,2023,0.0,-0.24
carasma01,2024,0.0,-0.53
caratvi01,2023,0.19,0.68
caratvi01,2024,0.47,1.27
caratvi01,2025,-0.36,0.87
caratvi01,2026,0.09,-0.24
carlsdy01,2023,0.11,0.45
carlsdy01,2024,-0.85,-1.17
carlsdy01,2025,-0.53,-0.68
carlsdy01,2026,-0.12,-0.21
carltdr01,2023,0.0,-0.18
carpeke01,2023,-0.63,2.05
carpeke01,2024,-0.39,2.11
carpeke01,2025,-0.7,1.76
carpeke01,2026,-0.49,-0.09
carpema01,2023,-0.56,-0.34
carpema01,2024,-0.29,-0.08
carraca01,2023,0.0,-1.39
carraca01,2024,0.0,-1.23
carraca01,2025,0.0,-0.7799999999999999
carraca01,2026,0.0,0.14
carrial01,2025,0.0,-0.45
carroco02,2023,-0.82,5.26
carroco02,2024,-0.31,3.3
carroco02,2025,0.35,5.79
carroco02,2026,0.25,2.48
carteev01,2023,0.56,1.59
carteev01,2024,0.24,0.7
carteev01,2025,0.49,1.91
carteev01,2026,0.79,1.26
casalcu01,2023,0.48,0.07
casalcu01,2024,0.37,0.26
casastr01,2023,-1.01,2.22
casastr01,2024,-0.42,0.66
casastr01,2025,-0.54,-0.85
caspabe01,2024,0.0,0.16
caspabe01,2025,0.0,-0.27
caspabe01,2026,0.0,-0.24
castabl01,2025,0.0,-0.07
castabl01,2026,0.0,0.05
castada01,2023,0.0,-0.25
castehu01,2024,0.0,-0.1
casteni01,2023,-1.47,1.45
casteni01,2024,-1.73,0.58
casteni01,2025,-1.65,-0.82
casteni01,2026,-0.68,-0.9
castidi01,2023,0.0,-0.18
castidi01,2024,0.0,0.21
castidi02,2023,0.0,-0.03
castidi02,2024,0.1,0.2
castijo03,2023,0.0,-0.14
castijo03,2025,0.0,0.18000000000000002
castilu02,2023,0.0,3.16
castilu02,2024,0.0,1.91
castilu02,2025,0.0,2.15
castilu02,2026,0.0,-1.16
castilu03,2025,0.0,-0.3
castima03,2023,0.0,0.18
castrha01,2023,-0.32,-1.4
castrke01,2026,0.0,0.01
castrmi01,2023,0.0,0.42
castrmi01,2024,0.0,-0.12
castrmi01,2025,0.0,-0.12
castrro01,2023,-0.09,-0.44
castrwi01,2023,0.55,2.55
castrwi01,2024,-1.37,1.6300000000000001
castrwi01,2025,-1.0,-0.12999999999999998
castrwi01,2026,0.34,0.2
cavalca01,2025,0.0,0.25
cavalca01,2026,0.0,0.16
caveja01,2023,-0.07,-0.25
caveja01,2024,-1.09,-0.75
ceasedy01,2023,0.0,2.19
ceasedy01,2024,0.0,4.03
ceasedy01,2025,0.0,1.13
ceasedy01,2026,0.0,1.53
ceccosl01,2023,0.0,0.32
ceccosl01,2024,0.0,-1.13
ceccosl01,2025,0.0,0.86
ceccosl01,2026,0.0,0.0
ceraner01,2026,0.0,-0.09
cessalu01,2023,0.0,-0.67
chafian01,2023,0.0,-0.22000000000000003
chafian01,2024,0.0,0.47000000000000003
chafian01,2025,0.0,0.77
chandbu01,2025,0.0,0.36
chandbu01,2026,0.0,-0.18
changyu01,2023,0.39,0.12
chapaan01,2024,-0.36,-0.07
chapaan01,2025,-0.04,-0.37
chapaan01,2026,-0.03,-0.03
chapmar01,2023,0.0,1.28
chapmar01,2024,0.0,0.37
chapmar01,2025,0.0,3.56
chapmar01,2026,0.0,0.91
chapmma01,2023,1.62,4.31
chapmma01,2024,2.22,7.07
chapmma01,2025,0.85,4.12
chapmma01,2026,0.97,0.95
chargjt01,2023,0.0,0.9
chargjt01,2024,0.0,0.8400000000000001
chaveje01,2023,0.0,1.28
chaveje01,2024,0.0,0.63
chaveje01,2025,0.0,-0.25
chavimi01,2023,0.47,0.5
chengts01,2025,0.12,-0.02
chiriyo01,2023,0.0,-0.36000000000000004
chiriyo01,2024,0.0,-0.19
chishja01,2023,-0.65,0.95
chishja01,2024,-0.2,2.92
chishja01,2025,0.27,4.17
chishja01,2026,-0.24,0.33
chivian01,2024,0.0,0.26
chivian01,2025,0.0,-0.71
chivian01,2026,0.0,0.02
choiji01,2023,-0.25,-0.41
chourja01,2024,0.69,3.86
chourja01,2025,-0.39,2.23
chourja01,2026,-0.03,0.34
churcma01,2024,0.0,0.03
churcma01,2025,0.0,0.01
churcna01,2025,0.52,0.37
churcna01,2026,0.41,0.82
cimbead01,2023,0.0,-0.65
cimbead01,2024,0.0,-0.68
cisnejo01,2023,0.0,-0.42
cisnejo01,2024,0.0,-0.42
civalaa01,2023,0.0,2.64
civalaa01,2024,0.0,1.08
civalaa01,2025,0.0,0.13
civalaa01,2026,0.0,1.85
clarkde02,2025,0.89,1.0
clarkde02,2026,0.06,-0.37
clarkta01,2023,0.0,-0.85
clarkta01,2025,0.0,0.98
clarkta01,2026,0.0,0.51
claseem01,2023,0.0,0.65
claseem01,2024,0.0,4.4
claseem01,2025,0.0,0.71
clasejo01,2024,-0.26,-0.06
clasejo01,2025,0.14,-0.16
claudal01,2023,0.0,0.01
cleavga01,2023,0.0,0.28
cleavga01,2024,0.0,0.83
cleavga01,2025,0.0,1.91
cleavga01,2026,0.0,-0.19
clemeer01,2023,0.39,0.85
clemeer01,2024,2.09,3.2800000000000002
clemeer01,2025,2.9,4.31
clemeer01,2026,0.01,0.46
clemeko01,2023,-0.02,0.010000000000000002
clemeko01,2024,0.14,0.26
clemeko01,2025,0.19999999999999998,0.9799999999999998
clemeko01,2026,0.38,0.97
clevimi01,2023,0.0,3.19
clevimi01,2024,0.0,-0.14
clevimi01,2025,0.0,-0.17
cobbal01,2023,0.0,2.5
cobbal01,2024,0.0,0.22
colasos01,2023,-0.73,-1.46
colasos01,2024,-0.02,0.05
colege01,2023,0.0,7.39
colege01,2024,0.0,1.85
colemdy01,2023,0.0,-0.77
colemdy01,2024,0.0,0.03
coleza01,2025,0.06,0.57
coleza01,2026,-0.14,-0.16
colliis01,2024,-0.14,-0.33
colliis01,2025,-0.72,2.03
colliis01,2026,-0.23,0.13
colliza01,2023,0.01,0.13
collyga01,2026,0.0,0.16
colomal01,2023,0.0,-0.19
confomi01,2023,-0.52,0.83
confomi01,2024,-0.57,1.29
confomi01,2025,-0.9,-0.72
confomi01,2026,-0.5,0.62
coningr01,2024,0.53,0.79
coningr01,2025,-0.31,0.07
coningr01,2026,0.06,0.41
contrlu01,2024,0.0,-0.11
contrlu01,2025,0.0,-0.21
contrro01,2023,0.0,-0.5
contrro01,2024,0.0,0.42000000000000004
contrro01,2025,0.0,0.07
contrwi01,2023,0.33,3.33
contrwi01,2024,0.31,3.04
contrwi01,2025,-0.87,2.46
contrwi01,2026,0.21,1.71
contrwi02,2023,0.1,3.69
contrwi02,2024,0.94,4.96
contrwi02,2025,0.75,3.87
contrwi02,2026,0.23,0.86
cookbi01,2024,0.6,0.63
cookbi01,2025,-0.01,0.0
cookbi01,2026,0.1,-0.09
coonrsa01,2023,0.0,-0.25
coopega03,2023,-0.6499999999999999,-0.27
coopega03,2024,-0.44,-0.79
corbipa01,2023,0.0,0.31
corbipa01,2024,0.0,-0.79
corbipa01,2025,0.0,-0.34
corbipa01,2026,0.0,0.6
cordefr02,2023,-0.18,-0.13
cordeji01,2023,0.0,0.45
corneri01,2026,0.0,-0.25
cornijo01,2025,0.0,-0.39
coronke01,2025,0.0,0.01
correca01,2023,0.63,1.32
correca01,2024,0.21,3.65
correca01,2025,-0.6,1.46
correca01,2026,0.51,1.29
corteca01,2025,0.0,0.66
corteca01,2026,-0.36,0.9
cortene01,2023,0.0,0.45
cortene01,2024,0.0,2.41
cortene01,2025,0.0,-0.21999999999999997
cosgrto01,2023,0.0,1.51
cosgrto01,2024,0.0,-0.88
cosgrto01,2025,0.0,0.06
couloda01,2023,0.0,1.13
couloda01,2024,0.0,1.03
couloda01,2025,0.0,1.3800000000000001
couloda01,2026,0.0,-0.21
cousija01,2023,0.0,0.01
cousija01,2024,0.0,0.71
coveydy01,2023,0.0,0.47
cowseco01,2023,-0.45,-0.65
cowseco01,2024,-0.05,2.83
cowseco01,2025,0.65,1.0
cowseco01,2026,0.27,-0.16
coxau01,2023,0.0,0.18
coxau01,2025,0.0,-0.69
crawfbr01,2023,-0.92,-1.22
crawfbr01,2024,-0.01,-0.32999999999999996
crawfjp01,2023,0.5,5.21
crawfjp01,2024,1.61,2.66
crawfjp01,2025,0.72,3.75
crawfjp01,2026,-0.45,0.27
crawfju01,2026,-0.5,0.08
crawfku01,2023,0.0,2.54
crawfku01,2024,0.0,1.53
crewsdy01,2024,0.33,0.58
crewsdy01,2025,-0.04,0.32
crewsdy01,2026,0.0,-0.03
crimbl01,2025,-0.12,0.01999999999999999
crismna01,2023,0.0,-0.51
crismna01,2024,0.0,0.09
crismna01,2025,0.0,0.17
criswco01,2023,0.0,-0.42
criswco01,2024,0.0,0.55
criswco01,2025,0.0,-0.08
criswco01,2026,0.0,0.24
criswje01,2024,0.0,0.61
crochga01,2023,0.0,0.21
crochga01,2024,0.0,4.05
crochga01,2025,0.0,6.3
crochga01,2026,0.0,-0.68
croncj01,2023,-0.38,-0.45
croneja01,2023,-0.25,0.79
croneja01,2024,-0.34,1.91
croneja01,2025,-0.47,2.38
croneja01,2026,-0.11,-0.52
cronide01,2023,0.0,-0.41
cronide01,2024,0.0,0.15
crookji01,2025,0.08,-0.27
croplty01,2023,0.01,-0.09
crousha01,2024,0.0,0.51
crowape01,2023,0.12,-0.12
crowape01,2024,1.49,2.32
crowape01,2025,2.01,5.96
crowape01,2026,1.52,2.22
crowco01,2026,0.0,0.31
crowewi01,2023,0.0,0.0
cruzfe01,2023,0.0,0.28
cruzfe01,2024,0.0,0.32
cruzfe01,2025,0.0,0.34
cruzfe01,2026,0.0,0.67
cruzne02,2023,-0.39,-0.36
cruzom01,2025,0.0,0.0
cruzon01,2023,-0.05,0.14
cruzon01,2024,-0.52,2.56
cruzon01,2025,-1.09,0.34
cruzon01,2026,-0.6,0.77
cruzst01,2023,0.0,0.03
cruzst01,2024,0.0,0.23
cruzst01,2025,0.0,0.35
cruzst01,2026,0.0,-0.27
cuasjo01,2023,0.0,0.86
cuasjo01,2024,0.0,-0.54
cuetojo01,2023,0.0,0.04
cuetojo01,2024,0.0,-0.18
culbech01,2023,-0.01,0.03
curryxz01,2023,0.0,0.67
curryxz01,2024,0.0,0.12999999999999995
curryxz01,2025,0.0,-0.31
curtijo02,2023,0.0,0.04
curtijo02,2024,0.0,-0.23
curtijo02,2025,0.0,0.44
curvelu01,2025,0.0,-0.42
curvelu01,2026,0.0,-0.02
cyrty01,2023,0.0,0.05
dahlda01,2023,-0.01,-0.04
dahlda01,2024,0.24,0.29
dalbebo01,2023,-0.09,-0.22
dalbebo01,2024,-0.01,-0.71
dalbebo01,2025,-0.01,0.0
danaca01,2024,0.0,-0.46
danaca01,2025,0.0,-0.38
danieda01,2023,0.0,0.47
danieda01,2024,0.0,-0.37
danieda01,2025,0.0,-0.02
danneha01,2023,0.0,0.01
darnatr01,2023,0.09,0.23
darnatr01,2024,0.09,1.08
darnatr01,2025,0.32,-0.32
darnatr01,2026,0.2,0.24
darnedu01,2025,0.0,0.28
darremi01,2025,0.0,-0.14
darviyu01,2023,0.0,0.94
darviyu01,2024,0.0,1.96
darviyu01,2025,0.0,-0.05
davidlo01,2025,-0.26,-0.5900000000000001
davidtu01,2023,0.0,-0.44
davidtu01,2024,0.0,0.37
davieza02,2023,0.0,-1.39
davilni01,2026,0.0,0.26
davisau01,2024,0.0,-0.25
davishe01,2023,-1.15,-1.49
davishe01,2024,0.02,-0.61
davishe01,2025,1.59,0.67
davishe01,2026,0.43,-0.09
davisjd01,2023,-0.92,0.89
davisjd01,2024,-0.41,-0.36
davisjd01,2025,-0.01,-0.16
davisjo05,2023,-0.24,-0.04
davisno01,2023,0.0,-0.7
davisno01,2024,0.0,-0.18
davisno01,2025,0.0,-1.27
davisty01,2026,0.0,0.25
davitdu01,2026,0.0,0.04
dazayo01,2023,-0.25,-0.38
deanju01,2025,0.01,-0.01
degeubr01,2024,0.0,-0.24
degeubr01,2025,0.0,0.01
degroja01,2023,0.0,0.7
degroja01,2024,0.0,0.4
degroja01,2025,0.0,3.0
degroja01,2026,0.0,1.15
dejesen01,2023,0.0,-0.18
dejesen01,2026,0.0,-0.48
dejonch01,2023,0.0,-0.63
dejonpa01,2023,0.5900000000000001,-0.4900000000000001
dejonpa01,2024,-0.19999999999999996,0.8999999999999999
dejonpa01,2025,-0.27,-0.14
delacbr01,2023,-1.36,-0.68
delacbr01,2024,-1.5299999999999998,-1.13
delacbr01,2025,0.05,-0.24
delacel01,2023,-0.12,0.74
delacel01,2024,0.79,5.21
delacel01,2025,0.41,3.57
delacel01,2026,0.28,2.27
delauch01,2026,-0.53,0.83
delayja01,2023,0.07,-0.05
delayja01,2024,0.03,0.08
delcaad01,2024,-0.16,0.46
delcaad01,2025,-0.22,-0.09
delcaad01,2026,0.0,-0.3
deleojo03,2023,0.0,0.0
deleojo03,2025,0.0,0.1
deloaza01,2024,-0.17,-0.11
delosde01,2026,-0.02,-0.01
delosen01,2023,0.0,1.19
delosen01,2024,0.0,0.12000000000000005
delosen01,2025,0.0,0.12999999999999998
delosen01,2026,0.0,-0.05
deloslu03,2024,0.11,-0.08
delosye01,2023,0.0,0.45
delosye01,2025,0.0,0.34
delosye01,2026,0.0,0.15
delucjo01,2023,0.14,0.3
delucjo01,2024,0.39,0.57
delucjo01,2025,0.16,0.59
delucjo01,2026,0.13,0.59
dermoma01,2023,0.0,-0.07
desclan01,2023,0.0,0.1
desclan01,2025,0.0,-0.1
detmere01,2023,0.0,2.15
detmere01,2024,0.0,-1.09
detmere01,2025,0.0,1.25
detmere01,2026,0.0,-0.02
devanca01,2025,0.03,-0.5
devench02,2023,0.0,0.26999999999999996
devench02,2024,0.0,-0.8
devench02,2025,0.0,0.37
devench02,2026,0.0,-0.07
deverjo01,2024,0.1,0.1
deverra01,2023,-0.48,3.5
deverra01,2024,-0.62,3.92
deverra01,2025,-1.13,4.140000000000001
deverra01,2026,-0.64,-0.41
dezenza01,2024,-0.31,-0.18
dezenza01,2025,-0.27,0.06
dezenza01,2026,-0.02,0.0
diazal02,2023,-0.58,-1.03
diazal02,2024,-0.09,-0.59
diazal03,2023,0.0,1.91
diazal03,2024,0.0,0.5
diazal03,2025,0.0,-0.6699999999999999
diazed04,2024,0.0,0.47
diazed04,2025,0.0,2.97
diazed04,2026,0.0,-0.48
diazel01,2023,0.79,1.51
diazel01,2024,1.05,1.21
diazel01,2025,0.52,-0.19
diazel01,2026,0.36,0.36
diazis01,2023,0.22,-0.22999999999999998
diazjh01,2023,0.0,-0.44
diazjh01,2024,0.0,-0.13
diazjh01,2025,0.0,0.04
diazjo03,2023,-1.0,-1.21
diazmi02,2023,0.0,0.58
diazmi02,2024,0.0,0.03
diazya01,2023,-0.67,5.09
diazya01,2024,-1.36,1.6
diazya01,2025,-1.39,3.39
diazya01,2026,-0.38,1.51
diazya02,2023,0.7,3.18
diazya02,2024,0.19,3.11
diazya02,2025,1.11,2.65
diazya02,2026,0.06,-0.24
diazyi01,2024,0.0,0.3
diazyi01,2025,0.0,-0.07
dickeco01,2023,-0.49,-0.61
diekmja01,2023,0.0,0.22999999999999998
diekmja01,2024,0.0,-0.8
dingldi01,2024,0.18,-0.34
dingldi01,2025,1.11,3.11
dingldi01,2026,0.56,1.56
dixonbr01,2023,0.1,-0.23
dobbihu01,2025,0.0,0.45
dobbihu01,2026,0.0,-0.06
dobnara01,2024,0.0,0.0
dobnara01,2025,0.0,0.12
dodddy01,2023,0.0,-0.71
dodddy01,2024,0.0,-0.06
dodddy01,2025,0.0,0.33
dodddy01,2026,0.0,0.08
dollach01,2025,0.0,-0.31
dollach01,2026,0.0,1.02
dominja01,2023,-0.18,0.21
dominja01,2024,-0.25,-0.04
dominja01,2025,-1.2,0.54
dominja01,2026,0.03,0.14
dominse01,2023,0.0,0.44
dominse01,2024,0.0,0.18
dominse01,2025,0.0,0.5
dominse01,2026,0.0,-0.08
donaljo02,2023,0.25,0.14
donovbr01,2023,-0.52,1.85
donovbr01,2024,-0.22,2.76
donovbr01,2025,-0.13,2.69
donovbr01,2026,-0.14,0.66
dotelwi01,2026,0.0,0.21
dovalca01,2023,0.0,1.41
dovalca01,2024,0.0,-0.49
dovalca01,2025,0.0,0.32
dovalca01,2026,0.0,-0.15
downsje01,2023,-0.18,0.06
doylebr02,2023,2.15,0.84
doylebr02,2024,1.57,3.86
doylebr02,2025,0.34,0.15
doylebr02,2026,-0.12,-0.34
doyleto01,2023,0.0,-0.26
doziehu01,2023,-0.23,-0.25
dreyeja01,2025,0.0,1.28
dreyeja01,2026,0.0,0.49
drisclo01,2024,0.19,-0.07
drohash01,2026,0.0,0.3
drurybr01,2023,-0.21,1.97
drurybr01,2024,-0.41,-2.06
duartda01,2023,0.0,0.6
duartda01,2024,0.0,0.11
duartda01,2026,0.0,0.08
dubinsh01,2023,0.0,-0.09
dubinsh01,2024,0.0,0.0
dubinsh01,2025,0.0,-0.16
dubonma01,2023,0.89,2.69
dubonma01,2024,0.38,0.97
dubonma01,2025,1.72,1.65
dubonma01,2026,0.23,0.76
duffety01,2023,0.0,0.0
duffety01,2024,0.0,-0.02
duffyma01,2023,-0.08,0.19
duffyma01,2024,0.12,0.23
dunnbl01,2024,-0.05,-0.17
dunnbl01,2025,0.09,-0.13
dunnbl01,2026,-0.04,0.23
dunnida01,2023,0.0,2.66
dunnida01,2024,0.0,-0.79
dunnida01,2025,0.0,-0.39
dunnol01,2024,0.31,0.22
dunnol01,2025,0.02,-0.23
dunshpa01,2024,0.0,-0.14
duranca01,2025,0.0,-0.15
duranez01,2023,-0.61,1.11
duranez01,2024,0.09,0.16
duranez01,2025,0.36,0.27
duranez01,2026,-0.35,1.09
duranja01,2023,-0.38,2.2
duranja01,2024,2.51,8.99
duranja01,2025,0.59,4.66
duranja01,2026,0.19,0.36
duranjh01,2023,0.0,1.97
duranjh01,2024,0.0,0.22
duranjh01,2025,0.0,3.16
duranjh01,2026,0.0,0.89
duranro02,2026,0.14,0.0
durbica01,2025,0.77,2.76
durbica01,2026,0.76,0.27
duvalad01,2023,-0.38,1.57
duvalad01,2024,-0.7,-1.36
earlyco01,2025,0.0,0.6
earlyco01,2026,0.0,0.7
eatonna01,2023,0.13,-0.5299999999999999
eatonna01,2025,-0.35,0.15
edenca01,2023,-0.03,-0.07
ederja01,2024,0.0,0.01
ederja01,2025,0.0,0.1
ederja01,2026,0.0,0.06
edmanto01,2023,0.83,2.07
edmanto01,2024,0.29,0.9
edmanto01,2025,0.19,1.1
edwarca01,2023,0.0,0.59
edwarca01,2024,0.0,0.0
edwarca01,2025,0.0,-0.010000000000000009
edwarca01,2026,0.0,0.14
edwarxa01,2023,-0.04,0.1
edwarxa01,2024,-0.39,2.12
edwarxa01,2025,1.51,3.22
edwarxa01,2026,0.13,2.32
effrosc01,2024,0.0,-0.02
effrosc01,2025,0.0,-0.23
eflinza01,2023,0.0,3.56
eflinza01,2024,0.0,2.79
eflinza01,2025,0.0,-0.31
eflinza01,2026,0.0,0.18
eiserbr01,2024,0.0,0.02
eiserbr01,2025,0.0,0.4
eiserbr01,2026,0.0,-0.16
eknesjo01,2026,0.0,0.18
elderbr01,2023,0.0,2.73
elderbr01,2024,0.0,-0.7
elderbr01,2025,0.0,-0.44
elderbr01,2026,0.0,2.02
eldribr01,2025,-0.08,-0.18
eldribr01,2026,-0.08,-0.28
elkoti01,2025,-0.23,-0.45
ellarfr01,2024,0.0,0.26
ellarfr01,2025,0.0,0.04
ellisdr01,2023,-0.02,0.15
ellisdu01,2024,-0.13,-0.08000000000000002
emanuke01,2024,0.0,-0.33
emersco01,2026,0.01,0.08
encarch01,2023,-0.48,0.45
encarch01,2024,-0.25,-1.04
encarch01,2025,-0.23,-0.61
encarje01,2024,-0.22,0.09
encarje01,2025,0.15,0.04
encarje01,2026,-0.08,-0.36
engelad01,2023,-0.1,-0.34
englema01,2023,0.0,-0.62
englema01,2024,0.0,-0.25
englema01,2025,0.0,0.24
englema01,2026,0.0,-0.2
englitr01,2025,0.07,-0.24
ennsdi01,2025,0.0,0.45
ennsdi01,2026,0.0,0.14
enrigni01,2025,0.0,1.02
eovalna01,2023,0.0,2.81
eovalna01,2024,0.0,1.84
eovalna01,2025,0.0,4.36
eovalna01,2026,0.0,0.57
erceglu01,2023,0.0,-0.02
erceglu01,2024,0.0,1.24
erceglu01,2025,0.0,1.49
erceglu01,2026,0.0,0.44
escarjc01,2025,-0.05,0.05
escarjc01,2026,-0.09,-0.35
escobed01,2023,-0.67,-1.01
espadjo01,2023,0.0,0.03
espadjo01,2025,0.0,0.12
espadjo01,2026,0.0,0.03
espinpa01,2023,0.0,-0.37
espinpa01,2024,0.0,-0.27
espinsa01,2023,-0.01,0.33
espinsa01,2024,-0.34,-0.42
espinsa01,2025,-0.09,-1.4
espinsa01,2026,0.13,-0.08
estesjo01,2023,0.0,-0.15
estesjo01,2024,0.0,0.62
estesjo01,2025,0.0,-0.32
estevca01,2023,0.0,0.63
estevca01,2024,0.0,2.15
estevca01,2025,0.0,2.06
estevca01,2026,0.0,-0.5
estraje01,2023,0.0,-0.16
estraje01,2024,0.0,1.23
estraje01,2025,0.0,1.18
estraje01,2026,0.0,0.15
estrala01,2025,0.0,-0.3
estrala01,2026,0.0,0.26
estrath01,2023,0.24,2.46
estrath01,2024,-0.4,-0.55
estrath01,2025,-0.08,-0.36
evanslo01,2025,0.0,-0.08
ewingaj01,2026,0.02,0.41
fabiasa01,2024,-0.01,-0.13
faedoal01,2023,0.0,0.49
faedoal01,2024,0.0,0.65
fairbpe01,2023,0.0,1.51
fairbpe01,2024,0.0,0.84
fairbpe01,2025,0.0,1.2
fairbpe01,2026,0.0,-0.76
faircst01,2023,-0.17,0.42
faircst01,2024,0.57,1.0
faircst01,2025,-0.24,-0.3
falteba01,2023,0.0,-0.22999999999999998
falteba01,2024,0.0,1.57
falteba01,2025,0.0,0.8099999999999999
falteba01,2026,0.0,-0.25
familje01,2023,0.0,-0.43
fariaja01,2023,0.0,-0.13
farmebu01,2023,0.0,1.12
farmebu01,2024,0.0,1.68
farmeky01,2023,0.24,1.66
farmeky01,2024,-0.11,-0.34
farmeky01,2025,-0.34,-0.78
farmeky01,2026,-0.03,-0.06
farrimi01,2025,0.0,-0.35
farrimi01,2026,0.0,0.24
fauchca01,2023,0.0,-0.46
fauchca01,2024,0.0,0.88
fauchca01,2025,0.0,0.83
fauchca01,2026,0.0,-0.26
feddeer01,2024,0.0,5.56
feddeer01,2025,0.0,-0.64
feddeer01,2026,0.0,0.53
feduchu01,2024,0.03,0.06
feduchu01,2025,0.0,-0.45999999999999996
feduchu01,2026,0.24,0.34
feiglbr01,2024,0.0,-0.16
felipan01,2023,0.0,0.19
feltnry01,2023,0.0,0.04
feltnry01,2024,0.0,1.33
feltnry01,2025,0.0,0.59
feltnry01,2026,0.0,-0.08
ferguca01,2023,0.0,0.07
ferguca01,2024,0.0,-0.47000000000000003
ferguca01,2025,0.0,0.8800000000000001
ferguty01,2024,0.0,0.68
ferguty01,2025,0.0,0.17
ferguty01,2026,0.0,-0.15
fermifr01,2023,0.83,1.62
fermifr01,2024,2.2,3.13
fermifr01,2025,2.05,1.98
fermifr01,2026,0.62,0.18
fermijo01,2023,0.25,0.11
fermijo01,2024,-0.18,-0.61
fermijo01,2025,0.33,0.79
fermijo01,2026,-0.36,-0.22
fermijo02,2025,0.0,-0.05
fermijo02,2026,0.0,0.09
fernajo06,2026,-0.09,0.36
fernaju02,2025,0.0,0.010000000000000002
fernaju02,2026,0.0,-0.02
fernary01,2024,0.0,0.91
fernary01,2025,0.0,-1.13
fernary01,2026,0.0,-0.01
fernaya01,2025,-0.23,-0.76
ferrejo01,2023,0.0,-0.04
ferrejo01,2024,0.0,0.53
ferrejo01,2025,0.0,0.07
ferrejo01,2026,0.0,0.69
festada01,2024,0.0,0.46
festada01,2025,0.0,0.24
festama01,2023,0.0,0.05
festama01,2024,0.0,-0.86
festama01,2025,0.0,-0.16
festama01,2026,0.0,-0.15
feyerjo01,2024,0.0,-0.31
feyerjo01,2025,0.0,-0.45
finneky01,2023,0.0,0.93
finneky01,2024,0.0,1.03
finneky01,2025,0.0,1.0899999999999999
finneky01,2026,0.0,0.94
fishebr02,2025,0.0,1.4
fishebr02,2026,0.0,0.29
fittsri01,2024,0.0,0.59
fittsri01,2025,0.0,-0.25
fitzgry01,2025,-0.02,0.28
fitzgty01,2023,0.03,0.17
fitzgty01,2024,-0.09,2.68
fitzgty01,2025,0.92,0.85
fitzpbr01,2026,0.0,0.07
flaheja01,2023,0.0,0.7899999999999999
flaheja01,2024,0.0,3.31
flaheja01,2025,0.0,0.86
flaheja01,2026,0.0,-0.47
flemijo01,2023,0.0,0.03
flemijo01,2024,0.0,0.0
flemijo01,2026,0.0,-0.16
fletcda02,2023,0.06,0.06
fletcda02,2024,0.12,0.04
fletcdo01,2023,0.39,0.72
fletcdo01,2024,0.67,-0.37
fletcdo01,2025,0.18,0.26
flexech01,2023,0.0,-1.1400000000000001
flexech01,2024,0.0,1.61
flexech01,2025,0.0,0.38
florera03,2025,-0.12,-0.12
florewi01,2023,-0.32,2.68
florewi01,2024,-0.55,-0.58
florewi01,2025,-0.82,0.29
flories01,2023,-0.05,0.02
flories01,2024,0.11,0.1
florody01,2023,0.0,0.0
florody01,2024,0.0,0.8
fluhama01,2025,0.0,0.13
fluhama01,2026,0.0,0.06
foleyja01,2023,0.0,2.01
foleyja01,2024,0.0,0.86
fordha01,2025,0.01,-0.01
fordmi01,2023,-0.55,0.71
fordmi01,2024,-0.02,-0.65
forteni01,2023,0.8,-0.29
forteni01,2024,1.24,0.22
forteni01,2025,0.58,0.7
forteni01,2026,-0.26,-0.29
foscuju01,2024,0.0,-0.69
foscuju01,2025,-0.03,-0.13
foscuju01,2026,-0.09,0.15
fosteca01,2026,0.0,-0.25
fostema01,2024,0.0,0.26
fraleja01,2023,-0.92,0.8
fraleja01,2024,-0.53,0.3
fraleja01,2025,-0.27,0.33999999999999997
fraleja01,2026,-0.18,0.0
francbo01,2023,0.0,0.94
francbo01,2024,0.0,1.63
francbo01,2025,0.0,-0.84
francjo02,2026,0.0,0.01
francjp01,2023,0.0,1.62
francjp01,2024,0.0,-0.5
francjp01,2025,0.0,0.08
francjp01,2026,0.0,-0.15
francty01,2023,-1.42,0.85
francty01,2024,-1.57,-0.63
francty01,2025,0.36,0.99
francty01,2026,0.3,0.67
francwa01,2023,2.24,5.36
fraziad01,2023,0.25,1.7
fraziad01,2024,0.38,0.42
fraziad01,2025,0.38,1.3900000000000001
fraziad01,2026,0.14,0.24
frazicl01,2023,-0.08,-0.28
freelal01,2025,0.3,0.22
freelal01,2026,0.51,0.67
freelky01,2023,0.0,1.4
freelky01,2024,0.0,0.16
