Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
729,Edwin Uceta,27,TBR,AL,70,0,0,76.0,11,4,7,0,2,1.000,,,0,0,1.30,1.24,0.16,1.22,,,,,,,1,,ucetaed01
730,Pablo López,29,MIN,AL,14,14,0,75.2,14,5,6,3,0,.786,,,0,0,1.31,1.24,0.79,1.22,,,,,,,1,,lopezpa01
731,Tanner Gordon,27,COL,NL,15,15,0,75.1,12,5,6,1,0,.917,,,0,0,1.31,1.37,0.73,1.35,,,,,,,1,,gordota01
732,Abner Uribe,25,MIL,NL,75,0,0,75.1,16,8,7,1,1,.938,,,2,5,1.79,1.37,0.20,1.35,,,,,,,1,,uribeab01
733,Shawn Armstrong,34,TEX,AL,71,2,0,74.0,5,2,3,0,0,1.000,,,1,3,0.61,1.24,0.07,1.22,,,,,,,1,,armstsh01
734,Adrián Morejón,26,SDP,NL,75,0,0,73.2,18,3,13,2,1,.889,,,1,3,1.95,1.37,0.21,1.35,,,,,,,1,AS,morejad01
735,Tony Santillan,28,CIN,NL,80,0,0,73.2,11,7,4,0,0,1.000,,,2,5,1.34,1.37,0.14,1.35,,,,,,,1,,santito01
736,Cade Smith,26,CLE,AL,76,0,0,73.2,11,6,4,1,0,.909,,,0,0,1.22,1.25,0.13,1.22,,,,,,,1,,smithca06
737,Michael King,30,SDP,NL,15,15,1,73.1,10,5,5,0,2,1.000,,,0,0,1.23,1.37,0.67,1.35,,,,,,,1,,kingmi01
738,Grant McCray,24,SFG,NL,22,6,4,73.1,14,11,1,2,1,.857,-2,-34,0,0,1.47,2.26,0.55,2.22,,,,,,,97/H8,,mccragr01
739,Jackson Rutledge,26,WSN,NL,63,0,0,73.1,9,1,8,0,0,1.000,,,-1,-3,1.10,1.37,0.14,1.35,,,,,,,1,,rutleja01
740,Emmet Sheehan,25,LAD,NL,15,12,0,73.1,6,3,2,1,0,.833,,,-1,-3,0.61,1.37,0.33,1.35,,,,,,,1,,sheehem01
741,Jeremiah Estrada,26,SDP,NL,77,0,0,73.0,4,0,3,1,0,.750,,,-2,-5,0.37,1.37,0.04,1.35,,,,,,,1,,estraje01
742,Ronny Henriquez,25,MIA,NL,69,0,0,73.0,10,5,5,0,1,1.000,,,-3,-8,1.23,1.37,0.14,1.35,,,,,,,1,,henriro01
743,Yariel Rodríguez,28,TOR,AL,66,1,0,73.0,10,1,9,0,0,1.000,,,2,5,1.23,1.25,0.15,1.22,,,,,,,1,,rodriya01
744,Cam Schlittler,24,NYY,AL,14,14,0,73.0,11,7,4,0,0,1.000,,,-1,-3,1.36,1.25,0.79,1.22,,,,,,,1,,schlica01
745,Louis Varland,27,2TM,AL,74,1,0,72.2,20,5,14,1,2,.950,,,3,8,2.35,1.25,0.26,1.22,,,,,,,1,,varlalo01
745,Louis Varland,27,MIN,AL,51,0,0,49.0,16,4,11,1,1,.938,,,1,4,2.76,1.25,0.29,1.22,,,,,,,1,,varlalo01
745,Louis Varland,27,TOR,AL,23,1,0,23.2,4,1,3,0,1,1.000,,,2,17,1.52,1.25,0.17,1.22,,,,,,,1,,varlalo01
746,Tyler Kinley,34,2TM,NL,73,0,0,72.2,10,7,3,0,0,1.000,,,-2,-6,1.24,1.37,0.14,1.35,,,,,,,1,,kinlety01
746,Tyler Kinley,34,COL,NL,49,0,0,47.2,5,3,2,0,0,1.000,,,-2,-8,0.94,1.38,0.10,1.35,,,,,,,1,,kinlety01
746,Tyler Kinley,34,ATL,NL,24,0,0,25.0,5,4,1,0,0,1.000,,,0,0,1.80,1.37,0.21,1.35,,,,,,,1,,kinlety01
747,Yu Darvish,38,SDP,NL,15,15,0,72.0,15,6,8,1,0,.933,,,-1,-3,1.75,1.38,0.93,1.35,,,,,,,1,,darviyu01
748,Cole Sands,27,MIN,AL,69,3,0,72.0,14,6,7,1,0,.929,,,-1,-3,1.63,1.24,0.19,1.22,,,,,,,1,,sandsco01
749,Garrett Whitlock,29,BOS,AL,62,0,0,72.0,6,4,1,1,0,.833,,,-2,-6,0.63,1.24,0.08,1.22,,,,,,,1,,whitlga01
750,Steven Okert,33,HOU,AL,68,1,0,71.2,8,2,5,1,1,.875,,,-2,-6,0.88,1.24,0.10,1.22,,,,,,,1,,okertst01
751,Wandy Peralta,33,SDP,NL,71,1,0,71.2,11,5,6,0,0,1.000,,,-3,-8,1.38,1.37,0.15,1.35,,,,,,,1,,peralwa01
752,Zach Eflin,31,BAL,AL,14,14,0,71.1,19,7,10,2,1,.895,,,2,6,2.14,1.24,1.21,1.22,,,,,,,1,,eflinza01
753,Bryan Abreu,28,HOU,AL,70,0,0,71.0,10,3,6,1,0,.900,,,-1,-3,1.14,1.24,0.13,1.22,,,,,,,1,,abreubr01
754,Lake Bachar,30,MIA,NL,53,1,0,71.0,9,2,7,0,1,1.000,,,1,3,1.14,1.37,0.17,1.35,,,,,,,1,,bachala01
755,Hoby Milner,34,TEX,AL,73,0,0,70.1,22,13,9,0,1,1.000,,,1,3,2.82,1.24,0.30,1.22,,,,,,,1,,milneho01
756,Dennis Santana,29,PIT,NL,70,0,0,70.1,8,2,5,1,0,.875,,,1,3,0.90,1.37,0.10,1.35,,,,,,,1,,santade01
757,Nicky Lopez,30,2TM,2LG,18,6,3,70.1,22,5,16,1,3,.955,-1,-10,-1,-17,2.69,2.70,1.05,2.67,,,,,,,5/6H147D,,lopezni01
757,Nicky Lopez,30,LAA,AL,5,1,1,18.1,7,0,6,1,1,.857,0,-7,0,0,2.95,2.95,1.20,2.42,,,,,,,/5167,,lopezni01
757,Nicky Lopez,30,CHC,NL,13,5,2,52.0,15,5,10,0,2,1.000,-1,-12,-1,-23,2.60,2.61,1.00,2.75,,,,,,,5/H64D,,lopezni01
758,Jhoan Duran,27,2TM,2LG,72,0,0,70.0,12,4,8,0,1,1.000,,,-1,-3,1.54,1.29,0.17,1.26,,,,,,,1,,duranjh01
758,Jhoan Duran,27,MIN,AL,49,0,0,49.1,8,2,6,0,1,1.000,,,-1,-4,1.46,1.24,0.16,1.22,,,,,,,1,,duranjh01
758,Jhoan Duran,27,PHI,NL,23,0,0,20.2,4,2,2,0,0,1.000,,,0,0,1.74,1.39,0.17,1.35,,,,,,,1,,duranjh01
759,Grant Anderson,28,MIL,NL,66,0,0,69.2,9,1,7,1,1,.889,,,0,0,1.03,1.37,0.12,1.35,,,,,,,1,,andergr01
760,Braxton Ashcraft,25,PIT,NL,26,8,0,69.2,10,2,8,0,0,1.000,,,1,3,1.29,1.37,0.38,1.35,,,,,,,1,,ashcrbr01
761,Brandon Eisert,27,CHW,AL,72,3,0,69.2,15,2,13,0,2,1.000,,,1,3,1.94,1.24,0.21,1.22,,,,,,,1,,eiserbr01
762,Brad Keller,29,CHC,NL,68,1,0,69.2,8,2,6,0,0,1.000,,,1,3,1.03,1.37,0.12,1.35,,,,,,,1,,kellebr01
763,Pablo Reyes,31,NYY,AL,20,7,1,69.2,25,11,12,2,1,.920,-3,-45,-3,-52,2.97,2.98,1.10,2.73,,,,,,,H/94517D,,reyespa01
764,Robert Suarez,34,SDP,NL,70,0,0,69.2,12,6,6,0,0,1.000,,,1,3,1.55,1.37,0.17,1.35,,,,,,,1,AS,suarero01
765,Reese Olson,25,DET,AL,13,13,0,68.2,5,3,2,0,0,1.000,,,-1,-3,0.66,1.25,0.38,1.22,,,,,,,1,,olsonre01
766,Emilio Pagán,34,CIN,NL,70,0,0,68.2,4,2,2,0,0,1.000,,,0,0,0.52,1.38,0.06,1.35,,,,,,,1,,paganem01
767,Will Vest,30,DET,AL,64,0,0,68.2,11,3,8,0,2,1.000,,,1,3,1.44,1.25,0.17,1.22,,,,,,,1,,vestwi01
768,Bryan Baker,30,2TM,AL,73,0,0,68.2,10,6,4,0,2,1.000,,,-1,-3,1.31,1.25,0.14,1.22,,,,,,,1,,bakerbr01
768,Bryan Baker,30,BAL,AL,42,0,0,38.1,4,2,2,0,1,1.000,,,0,0,0.94,1.24,0.10,1.22,,,,,,,1,,bakerbr01
768,Bryan Baker,30,TBR,AL,31,0,0,30.1,6,4,2,0,1,1.000,,,-1,-7,1.78,1.25,0.19,1.22,,,,,,,1,,bakerbr01
769,Scott Barlow,32,CIN,NL,75,1,0,68.1,6,4,2,0,0,1.000,,,-3,-9,0.79,1.37,0.08,1.35,,,,,,,1,,barlosc01
770,Dylan Lee,30,ATL,NL,74,0,0,68.1,15,7,8,0,1,1.000,,,1,3,1.98,1.37,0.20,1.35,,,,,,,1,,leedy01
771,Brendon Little,28,TOR,AL,79,0,0,68.1,16,6,6,4,0,.750,,,2,6,1.58,1.24,0.15,1.22,,,,,,,1,,littlbr02
772,Tylor Megill,29,NYM,NL,14,14,0,68.1,7,3,3,1,0,.857,,,-2,-6,0.79,1.37,0.43,1.35,,,,,,,1,,megilty01
773,Jeff Hoffman,32,TOR,AL,71,0,0,68.0,5,2,2,1,0,.800,,,-2,-6,0.53,1.24,0.06,1.22,,,,,,,1,,hoffmje02
774,Bryan King,28,HOU,AL,68,0,0,68.0,8,1,6,1,0,.875,,,1,3,0.93,1.24,0.10,1.22,,,,,,,1,,kingbr02
775,Daniel Lynch IV,28,KCR,AL,57,2,0,67.2,9,1,8,0,1,1.000,,,1,3,1.20,1.24,0.16,1.22,,,,,,,1,,lynchda02
776,Brent Suter,35,CIN,NL,48,3,0,67.2,16,9,4,3,2,.813,,,1,3,1.73,1.37,0.27,1.35,,,,,,,1,,suterbr01
777,Tanner Banks,33,PHI,NL,69,1,0,67.1,12,6,5,1,0,.917,,,1,3,1.47,1.36,0.16,1.35,,,,,,,1,,banksta01
778,Raisel Iglesias,35,ATL,NL,70,0,0,67.1,7,2,5,0,0,1.000,,,1,3,0.94,1.36,0.10,1.35,,,,,,,1,,iglesra01
779,Jordan Hicks,28,2TM,2LG,34,9,0,67.1,11,4,7,0,0,1.000,,,-1,-3,1.47,1.34,0.32,1.27,,,,,,,1,,hicksjo03
779,Jordan Hicks,28,SFG,NL,13,9,0,48.2,10,4,6,0,0,1.000,,,0,0,1.85,1.37,0.77,1.35,,,,,,,1,,hicksjo03
779,Jordan Hicks,28,BOS,AL,21,0,0,18.2,1,0,1,0,0,1.000,,,-1,-11,0.48,1.25,0.05,1.22,,,,,,,1,,hicksjo03
780,Tim Hill,35,NYY,AL,70,0,0,67.0,23,5,18,0,0,1.000,,,4,12,3.09,1.24,0.33,1.22,,,,,,,1,,hillti01
781,Greg Weissert,30,BOS,AL,72,0,0,67.0,11,6,5,0,0,1.000,,,0,0,1.48,1.24,0.15,1.22,,,,,,,1,,weissgr01
782,José Buttó,27,2TM,NL,55,0,0,67.0,13,3,9,1,0,.923,,,2,6,1.61,1.37,0.22,1.35,,,,,,,1,,buttojo01
782,José Buttó,27,NYM,NL,34,0,0,47.0,7,2,5,0,0,1.000,,,2,9,1.34,1.38,0.21,1.35,,,,,,,1,,buttojo01
782,José Buttó,27,SFG,NL,21,0,0,20.0,6,1,4,1,0,.833,,,0,0,2.25,1.35,0.24,1.35,,,,,,,1,,buttojo01
783,Aaron Ashby,27,MIL,NL,43,1,0,66.2,13,1,11,1,0,.923,,,1,3,1.62,1.38,0.28,1.35,,,,,,,1,,ashbyaa01
784,Hunter Gaddis,27,CLE,AL,73,0,0,66.2,10,6,3,1,1,.900,,,-2,-6,1.22,1.24,0.12,1.22,,,,,,,1,,gaddihu01
785,Carter Jensen,21,KCR,AL,10,7,6,66.2,70,66,4,0,0,1.000,1,18,0,0,9.45,9.14,7.00,9.00,0,4,2,2,50.0,0,2D/H,,jenseca01
786,Jakob Junis,32,CLE,AL,57,0,0,66.2,5,1,4,0,0,1.000,,,0,0,0.68,1.24,0.09,1.22,,,,,,,1,,junisja01
787,Justin Wrobleski,24,LAD,NL,24,2,0,66.2,11,4,7,0,0,1.000,,,1,3,1.49,1.38,0.46,1.35,,,,,,,1,,wroblju01
788,Edwin Díaz,31,NYM,NL,62,0,0,66.1,9,4,5,0,0,1.000,,,-1,-3,1.22,1.37,0.15,1.35,,,,,,,1,AS,diazed04
789,Carlos Estévez,32,KCR,AL,67,0,0,66.0,8,4,4,0,0,1.000,,,1,3,1.09,1.24,0.12,1.22,,,,,,,1,AS,estevca01
790,Jared Koenig,31,MIL,NL,72,0,0,66.0,8,1,6,1,1,.875,,,2,6,0.95,1.36,0.10,1.35,,,,,,,1,,koenija01
791,Jacob Misiorowski,23,MIL,NL,15,14,0,66.0,5,3,1,1,0,.800,,,-2,-6,0.55,1.36,0.27,1.35,,,,,,,1,ASROY-11,misioja01
792,Kyle Schwarber,32,PHI,NL,8,8,4,66.0,17,16,0,1,0,.941,-1,-24,-2,-36,2.18,2.26,2.00,2.23,,,,,,,*D/7,ASMVP-2,schwaky01
793,Jacob Webb,31,TEX,AL,55,0,0,66.0,11,4,7,0,0,1.000,,,0,0,1.50,1.24,0.20,1.22,,,,,,,1,,webbja01
794,Griffin Jax,30,2TM,AL,73,2,0,66.0,8,1,6,1,1,.875,,,-2,-6,0.95,1.24,0.10,1.22,,,,,,,1,,jaxgr01
794,Griffin Jax,30,MIN,AL,50,0,0,46.0,6,0,5,1,1,.833,,,-2,-9,0.98,1.23,0.10,1.22,,,,,,,1,,jaxgr01
794,Griffin Jax,30,TBR,AL,23,2,0,20.0,2,1,1,0,0,1.000,,,0,0,0.90,1.26,0.09,1.22,,,,,,,1,,jaxgr01
795,Enyel De Los Santos,29,2TM,2LG,65,0,0,66.0,12,4,4,4,1,.667,,,-1,-3,1.09,1.34,0.12,1.31,,,,,,,1,,delosen01
795,Enyel De Los Santos,29,ATL,NL,43,0,0,43.2,11,3,4,4,1,.636,,,-1,-5,1.44,1.38,0.16,1.35,,,,,,,1,,delosen01
795,Enyel De Los Santos,29,HOU,AL,22,0,0,22.1,1,1,0,0,0,1.000,,,0,0,0.40,1.25,0.05,1.22,,,,,,,1,,delosen01
796,Hayden Birdsong,23,SFG,NL,21,10,0,65.2,8,4,3,1,0,.875,,,1,3,0.96,1.37,0.33,1.35,,,,,,,1,,birdsha01
797,Jason Adam,33,SDP,NL,65,0,0,65.1,11,4,7,0,2,1.000,,,0,0,1.52,1.36,0.17,1.35,,,,,,,1,AS,adamja01
798,Graham Ashcraft,27,CIN,NL,62,0,0,65.1,21,10,9,2,1,.905,,,0,0,2.62,1.36,0.31,1.35,,,,,,,1,,ashcrgr01
799,Camilo Doval,27,2TM,2LG,69,0,0,65.1,10,3,6,1,1,.900,,,-3,-9,1.24,1.34,0.13,1.31,,,,,,,1,,dovalca01
799,Camilo Doval,27,SFG,NL,47,0,0,46.2,7,2,5,0,1,1.000,,,0,0,1.35,1.37,0.15,1.35,,,,,,,1,,dovalca01
799,Camilo Doval,27,NYY,AL,22,0,0,18.2,3,1,1,1,0,.667,,,-3,-32,0.96,1.25,0.09,1.22,,,,,,,1,,dovalca01
800,Caleb Ferguson,28,2TM,2LG,70,0,0,65.1,8,3,5,0,0,1.000,,,-3,-9,1.10,1.32,0.11,1.30,,,,,,,1,,ferguca01
800,Caleb Ferguson,28,PIT,NL,45,0,0,43.1,4,2,2,0,0,1.000,,,-2,-9,0.83,1.37,0.09,1.35,,,,,,,1,,ferguca01
800,Caleb Ferguson,28,SEA,AL,25,0,0,22.0,4,1,3,0,0,1.000,,,-1,-9,1.64,1.23,0.16,1.22,,,,,,,1,,ferguca01
801,Kolby Allard,27,CLE,AL,33,2,0,65.0,6,2,4,0,0,1.000,,,-1,-3,0.83,1.25,0.18,1.22,,,,,,,1,,allarko01
802,Anthony Banda,31,LAD,NL,71,1,0,65.0,9,3,6,0,0,1.000,,,0,0,1.25,1.37,0.13,1.35,,,,,,,1,,bandaan01
803,Starling Marte,36,NYM,NL,12,8,2,65.0,7,6,1,0,1,1.000,-1,-17,2,37,0.97,2.26,0.58,2.22,,,,,,,DH/79,,martest01
804,Justin Sterner,28,ATH,AL,59,1,0,65.0,9,2,7,0,0,1.000,,,0,0,1.25,1.25,0.15,1.22,,,,,,,1,,sternju01
805,Hogan Harris,28,ATH,AL,48,0,0,64.2,7,1,5,1,0,.857,,,0,0,0.84,1.24,0.13,1.22,,,,,,,1,,harriho03
806,Max Meyer,26,MIA,NL,12,12,0,64.2,14,6,8,0,1,1.000,,,0,0,1.95,1.36,1.17,1.35,,,,,,,1,,meyerma01
807,Luke Weaver,31,NYY,AL,64,0,0,64.2,12,5,6,1,0,.917,,,2,6,1.53,1.24,0.17,1.22,,,,,,,1,,weavelu01
808,Brandon Woodruff,32,MIL,NL,12,12,0,64.2,5,1,4,0,0,1.000,,,0,0,0.70,1.36,0.42,1.35,,,,,,,1,,woodrbr01
809,Angel Zerpa,25,KCR,AL,69,2,0,64.2,13,2,11,0,1,1.000,,,1,3,1.81,1.24,0.19,1.22,,,,,,,1,,zerpaan01
810,Corbin Burnes,30,ARI,NL,11,11,0,64.1,12,7,4,1,0,.917,,,-1,-3,1.54,1.37,1.00,1.35,,,,,,,1,,burneco01
811,Jordan Leasure,26,CHW,AL,68,1,0,64.1,3,0,3,0,0,1.000,,,-1,-3,0.42,1.25,0.04,1.22,,,,,,,1,,leasujo01
812,Kumar Rocker,25,TEX,AL,14,14,0,64.1,12,3,8,1,0,.917,,,-2,-6,1.54,1.25,0.79,1.22,,,,,,,1,,rockeku01
813,Bowden Francis,29,TOR,AL,14,14,0,64.0,6,4,2,0,0,1.000,,,0,0,0.84,1.24,0.43,1.22,,,,,,,1,,francbo01
814,Robert Garcia,29,TEX,AL,71,0,0,64.0,13,4,6,3,0,.769,,,0,0,1.41,1.24,0.14,1.22,,,,,,,1,,garciro04
815,Mason McCoy,30,SDP,NL,14,5,4,64.0,32,8,23,1,2,.969,1,15,-1,-19,4.36,3.84,2.21,3.74,,,,,,,6/H4D,,mccoyma01
816,John Schreiber,31,KCR,AL,74,0,0,64.0,8,3,4,1,0,.875,,,0,0,0.98,1.24,0.09,1.22,,,,,,,1,,schrejo01
817,Ryan Yarbrough,33,NYY,AL,19,8,0,64.0,14,3,11,0,0,1.000,,,2,6,1.97,1.24,0.74,1.22,,,,,,,1,,yarbrry01
818,Reid Detmers,25,LAA,AL,61,0,0,63.2,3,2,1,0,0,1.000,,,-1,-3,0.42,1.24,0.05,1.22,,,,,,,1,,detmere01
819,Keegan Akin,30,BAL,AL,64,3,0,63.1,7,2,4,1,0,.857,,,0,0,0.85,1.24,0.09,1.22,,,,,,,1,,akinke01
820,Yuki Matsui,29,SDP,NL,61,0,0,63.1,6,4,2,0,0,1.000,,,0,0,0.85,1.36,0.10,1.35,,,,,,,1,,matsuyu01
821,Huascar Brazobán,35,NYM,NL,52,3,0,63.0,9,4,5,0,0,1.000,,,-1,-3,1.29,1.37,0.17,1.35,,,,,,,1,,brazohu01
822,Brant Hurter,26,DET,AL,43,4,0,63.0,12,1,9,2,0,.833,,,-2,-6,1.43,1.24,0.23,1.22,,,,,,,1,,hurtebr01
823,Tommy Kahnle,35,DET,AL,66,0,0,63.0,4,3,1,0,1,1.000,,,-1,-3,0.57,1.24,0.06,1.22,,,,,,,1,,kahnlto01
824,Seranthony Domínguez,30,2TM,AL,67,0,0,62.2,9,5,3,1,0,.889,,,-3,-10,1.15,1.24,0.12,1.22,,,,,,,1,,dominse01
824,Seranthony Domínguez,30,BAL,AL,43,0,0,41.2,5,3,2,0,0,1.000,,,-1,-5,1.08,1.23,0.12,1.22,,,,,,,1,,dominse01
824,Seranthony Domínguez,30,TOR,AL,24,0,0,21.0,4,2,1,1,0,.750,,,-2,-19,1.29,1.24,0.13,1.22,,,,,,,1,,dominse01
825,Yoendrys Gómez,25,3TM,2LG,21,9,0,62.2,12,4,8,0,0,1.000,,,0,0,1.72,1.26,0.57,1.24,,,,,,,1,,gomezyo01
825,Yoendrys Gómez,25,2TM,AL,18,9,0,58.1,12,4,8,0,0,1.000,,,0,0,1.85,1.25,0.67,1.22,,,,,,,1,,gomezyo01
825,Yoendrys Gómez,25,NYY,AL,6,0,0,10.0,3,1,2,0,0,1.000,,,0,0,2.70,1.26,0.50,1.22,,,,,,,/1,,gomezyo01
825,Yoendrys Gómez,25,LAD,NL,3,0,0,4.1,0,0,0,0,0,,,,0,0,0.00,1.45,0.00,1.37,,,,,,,/1,,gomezyo01
825,Yoendrys Gómez,25,CHW,AL,12,9,0,48.1,9,3,6,0,0,1.000,,,0,0,1.68,1.25,0.75,1.22,,,,,,,1,,gomezyo01
826,David Bednar,30,2TM,2LG,64,0,0,62.2,6,6,0,0,0,1.000,,,-1,-3,0.86,1.32,0.09,1.30,,,,,,,1,,bednada01
826,David Bednar,30,PIT,NL,42,0,0,38.0,3,3,0,0,0,1.000,,,-1,-5,0.71,1.37,0.07,1.35,,,,,,,1,,bednada01
826,David Bednar,30,NYY,AL,22,0,0,24.2,3,3,0,0,0,1.000,,,0,0,1.09,1.24,0.14,1.22,,,,,,,1,,bednada01
827,Andrés Muñoz,26,SEA,AL,64,0,0,62.1,9,6,3,0,0,1.000,,,-1,-3,1.30,1.24,0.14,1.22,,,,,,,1,AS,munozan01
828,Matt Strahm,33,PHI,NL,66,0,0,62.1,6,3,2,1,0,.833,,,-1,-3,0.72,1.37,0.08,1.35,,,,,,,1,,strahma01
829,Gabe Speier,30,SEA,AL,76,0,0,62.0,9,4,5,0,0,1.000,,,-2,-6,1.31,1.23,0.12,1.22,,,,,,,1,,speiega01
830,Shay Whitcomb,26,HOU,AL,17,5,2,62.0,23,11,11,1,2,.957,-3,-50,-1,-19,3.19,3.31,1.22,3.18,,,,,,,/45HD7,,whitcsh01
831,Devin Williams,30,NYY,AL,67,0,0,62.0,4,1,3,0,0,1.000,,,-1,-3,0.58,1.23,0.06,1.22,,,,,,,1,,willide03
832,Brock Burke,28,LAA,AL,69,1,0,61.2,13,2,9,2,0,.846,,,1,3,1.61,1.24,0.16,1.22,,,,,,,1,,burkebr01
833,Andrew McCutchen,38,PIT,NL,7,7,4,61.2,11,11,0,0,0,1.000,1,23,2,39,1.61,2.26,1.57,2.21,,,,,,,*D/H97,,mccutan01
834,Cole Ragans,27,KCR,AL,13,13,0,61.2,7,4,3,0,0,1.000,,,0,0,1.02,1.24,0.54,1.22,,,,,,,1,,raganco01
835,Mason Miller,26,2TM,2LG,60,0,0,61.2,8,4,4,0,2,1.000,,,0,0,1.17,1.28,0.13,1.27,,,,,,,1,,millema03
835,Mason Miller,26,ATH,AL,38,0,0,38.1,7,3,4,0,1,1.000,,,0,0,1.64,1.24,0.18,1.22,,,,,,,1,,millema03
835,Mason Miller,26,SDP,NL,22,0,0,23.1,1,1,0,0,1,1.000,,,0,0,0.39,1.35,0.05,1.35,,,,,,,1,,millema03
836,Aroldis Chapman,37,BOS,AL,67,0,0,61.1,2,2,0,0,0,1.000,,,-1,-3,0.29,1.23,0.03,1.22,,,,,,,1,ASCYA-7MVP-18,chapmar01
837,Garrett Cleavinger,31,TBR,AL,67,0,0,61.1,6,0,6,0,0,1.000,,,1,3,0.88,1.23,0.09,1.22,,,,,,,1,,cleavga01
838,Lucas Erceg,30,KCR,AL,61,0,0,61.1,13,2,9,2,1,.846,,,2,7,1.61,1.23,0.18,1.22,,,,,,,1,,erceglu01
839,Juan Mejia,24,COL,NL,55,0,0,61.1,15,7,5,3,1,.800,,,0,0,1.76,1.36,0.22,1.35,,,,,,,1,,mejiaju01
840,Blake Snell,32,LAD,NL,11,11,0,61.1,6,1,5,0,0,1.000,,,0,0,0.88,1.36,0.55,1.35,,,,,,,1,,snellbl01
841,Ryan Walker,29,SFG,NL,68,0,0,61.1,15,6,9,0,1,1.000,,,2,7,2.20,1.36,0.22,1.35,,,,,,,1,,walkery01
842,Phil Maton,32,2TM,2LG,63,0,0,61.1,7,3,3,1,0,.857,,,-1,-3,0.88,1.32,0.10,1.30,,,,,,,1,,matonph01
842,Phil Maton,32,STL,NL,40,0,0,38.1,4,2,1,1,0,.750,,,-1,-5,0.70,1.36,0.08,1.35,,,,,,,1,,matonph01
842,Phil Maton,32,TEX,AL,23,0,0,23.0,3,1,2,0,0,1.000,,,0,0,1.17,1.25,0.13,1.22,,,,,,,1,,matonph01
843,Hunter Dobbins,25,BOS,AL,13,11,0,61.0,14,8,6,0,0,1.000,,,1,3,2.07,1.24,1.08,1.22,,,,,,,1,,dobbihu01
844,Niko Kavadas,26,LAA,AL,10,7,3,61.0,60,56,4,0,7,1.000,0,4,-1,-20,8.85,7.85,5.45,7.32,,,,,,,3/1H,,kavadni01
845,JoJo Romero,28,STL,NL,65,0,0,61.0,4,0,4,0,0,1.000,,,0,0,0.59,1.37,0.06,1.35,,,,,,,1,,romerjo01
846,Sean Manaea,33,NYM,NL,15,12,0,60.2,11,5,6,0,0,1.000,,,1,3,1.63,1.36,0.73,1.35,,,,,,,1,,manaese01
847,Pete Fairbanks,31,TBR,AL,61,0,0,60.1,8,2,5,1,0,.875,,,1,3,1.04,1.24,0.11,1.22,,,,,,,1,,fairbpe01
848,Calvin Faucher,29,MIA,NL,65,0,0,60.1,12,3,9,0,0,1.000,,,4,13,1.79,1.37,0.18,1.35,,,,,,,1,,fauchca01
849,Esteury Ruiz,26,LAD,NL,17,6,2,60.1,13,12,0,1,0,.923,-5,-93,-2,-40,1.79,2.25,0.71,2.22,,,,,,,7/H9,,ruizes01
850,Matt Svanson,26,STL,NL,39,0,0,60.1,6,2,4,0,0,1.000,,,0,0,0.90,1.37,0.15,1.35,,,,,,,1,,svansma01
851,Gregory Soto,30,2TM,2LG,70,0,0,60.1,10,2,5,3,0,.700,,,-6,-20,1.04,1.30,0.10,1.27,,,,,,,1,,sotogr01
851,Gregory Soto,30,BAL,AL,45,0,0,36.1,5,2,1,2,0,.600,,,-2,-11,0.74,1.24,0.07,1.22,,,,,,,1,,sotogr01
851,Gregory Soto,30,NYM,NL,25,0,0,24.0,5,0,4,1,0,.800,,,-4,-33,1.50,1.39,0.16,1.35,,,,,,,1,,sotogr01
852,Rafael Montero,34,3TM,2LG,59,0,0,60.1,10,6,4,0,0,1.000,,,0,0,1.49,1.31,0.17,1.30,,,,,,,1,,montera01
852,Rafael Montero,34,2TM,AL,23,0,0,26.0,2,1,1,0,0,1.000,,,0,0,0.69,1.25,0.09,1.22,,,,,,,1,,montera01
852,Rafael Montero,34,HOU,AL,3,0,0,4.0,1,0,1,0,0,1.000,,,0,0,2.25,1.35,0.33,1.23,,,,,,,/1,,montera01
852,Rafael Montero,34,ATL,NL,36,0,0,34.1,8,5,3,0,0,1.000,,,0,0,2.10,1.36,0.22,1.35,,,,,,,1,,montera01
852,Rafael Montero,34,DET,AL,20,0,0,22.0,1,1,0,0,0,1.000,,,0,0,0.41,1.23,0.05,1.22,,,,,,,1,,montera01
853,Brenan Hanifee,27,DET,AL,54,0,0,60.0,10,3,5,2,1,.800,,,-1,-3,1.20,1.25,0.15,1.22,,,,,,,1,,hanifbr01
854,Orion Kerkering,24,PHI,NL,69,0,0,60.0,11,2,9,0,1,1.000,,,2,7,1.65,1.37,0.16,1.35,,,,,,,1,,kerkeor01
855,Justin Topa,34,MIN,AL,54,1,0,60.0,16,7,6,3,1,.813,,,-2,-7,1.95,1.25,0.24,1.22,,,,,,,1,,topaju01
856,Jihwan Bae,25,PIT,NL,9,7,4,59.2,11,11,0,0,0,1.000,-3,-54,-2,-40,1.66,2.26,1.22,2.22,,,,,,,/H78D9,,baeji01
857,Alex Vesia,29,LAD,NL,68,0,0,59.2,7,2,5,0,0,1.000,,,2,7,1.06,1.37,0.10,1.35,,,,,,,1,,vesiaal01
